Date0,All_Deposits,Savings_Deposit,DJI_YOYGr,DJI4qtrLVLGRO,DJI_YOYGr_4qtrMA,UR,UR_MA4,Treas_3M,Treas_3M_lag1,Treas_5Y,Treas_10Y,Level,slope,mkt_time,Tbill_90,Treasury_1Y,Treasury_2_Year,Treasury_5Y,Treasury_10Y,Level_full,Slope_full,RGDP_growth,UR_lag2,CRE_YOYGr_lag4,Treas_3M_lag1,DJIA_YOYGr_lag2,risk_prem,risk_prem_4qtrMA,VIX
7/1/2013,5.8,2.48619,17.35925588,5.569598582,16.54008009,7.2,7.75,0,0.1,1.5,2.7,1.4,2.7,3.78,0.02,0.12,0.33,1.6,2.7065625,0.9553125,2.3765625,3.1,7.7,8.773968623,0.1,12.09160827,18.95707869,18.03552564,20.5
10/1/2013,8.2,1.62293,26.89707342,10.75352716,14.79421481,6.9,7.55,0.1,0,1.4,2.8,1.433333333,2.7,3.87,0.07,0.13,0.38,1.58,2.744193548,0.98083871,2.364193548,4,7.5,5.120990433,0,18.94370293,30.76168427,15.90946003,17
1/1/2014,7.7,1.23824,18.41374014,7.187945987,18.25474214,6.7,7.325,0,0.1,1.6,2.8,1.466666667,2.8,4.106666667,0.05,0.13,0.44,1.64,2.765409836,1.005081967,2.325409836,-0.9,7.2,5.672969967,0.1,18.95707869,20.21809932,20.13851854,20.3
4/1/2014,7.8,1.73467,20.41014106,9.732101864,20.00452012,6.2,7.075,0,0,1.7,2.7,1.466666667,2.7,3.96,0.04,0.1,0.47,1.68,2.620952381,0.982190476,2.150952381,4.6,6.9,10.12168142,0,30.86168427,22.64225194,22.1951413,21.4
7/1/2014,4.9,1.29712,14.3815104,9.225207836,20.77005263,6.1,6.75,0,0,1.7,2.5,1.4,2.5,3.5,0.02,0.11,0.58,1.77,2.49953125,0.99590625,1.91953125,5.2,6.7,11.32478632,0,20.21809932,15.46705948,23.14477856,17
10/1/2014,4.7,1.82241,9.858654747,3.21829992,20.02561626,5.7,6.475,0,0,1.6,2.3,1.3,2.3,2.99,0.03,0.21,0.67,1.64,2.275967742,0.965193548,1.605967742,2,6.2,13.59743041,0,22.64225194,10.36099149,22.27227375,17
1/1/2015,8.2,2.0697,9.647542753,4.208901538,15.76601159,5.6,6.175,0,0,1.5,2,1.166666667,2,2.333333333,0.03,0.25,0.56,1.52,1.968852459,0.865770492,1.408852459,3.2,6.1,11.05263158,0,15.46705948,10.12825196,17.17210056,26.3
4/1/2015,3.4,1.67368,5.035234514,2.290980957,13.57446224,5.4,5.9,0,0,1.5,2.2,1.233333333,2.2,2.713333333,0.02,0.28,0.64,1.68,2.164375,0.956875,1.524375,2.7,5.7,10.2963335,0,10.36099149,5.16415719,14.64963872,22.4
7/1/2015,4.5,1.96776,-2.471790765,4.138439205,9.730735603,5.1,5.7,0,0,1.6,2.3,1.3,2.3,2.99,0.02,0.37,0.64,1.49,2.223125,0.948625,1.583125,1.6,5.6,7.101727447,0,10.12825196,-2.44149217,10.28011503,18.9
10/1/2015,3.3,1.71371,-1.522410093,-1.138877739,5.517410312,5,5.45,0.1,0,1.6,2.2,1.3,2.1,2.73,0.23,0.65,1.06,1.7,2.190483871,1.166096774,1.130483871,0.5,5.4,10.27332705,0,5.16415719,-1.610880016,5.802977117,40.7
1/1/2016,3.1,1.86919,-2.463341848,-2.80051687,2.672144102,4.9,5.275,0.3,0.1,1.4,2,1.233333333,1.7,2.096666667,0.29,0.66,0.73,1.38,1.914262295,0.994852459,1.184262295,0.6,5.1,18.19905213,0.1,-2.44149217,-2.733249185,2.810009241,24.4
4/1/2016,6.7,2.14291,-0.043465797,-3.066331036,-0.355577048,4.9,5.1,0.3,0.3,1.3,1.8,1.133333333,1.5,1.7,0.27,0.55,0.58,1.17,1.75015625,0.86403125,1.17015625,2.2,5,14.20765027,0.3,-1.510880016,-0.343456352,-0.405366045,28.1
7/1/2016,5,2.0651,11.84235788,5.040131668,-1.625252126,4.9,4.975,0.3,0.3,1.2,1.6,1.033333333,1.3,1.343333333,0.29,0.59,0.77,1.18,1.564375,0.878875,0.794375,2.8,4.9,15.23297491,0.3,-2.433249185,12.27208419,-1.782269431,25.8
10/1/2016,2.5,1.54967,9.813716664,2.33023236,1.953285036,4.7,4.925,0.4,0.3,1.7,2.2,1.433333333,1.8,2.58,0.51,0.87,1.2,1.96,2.138688525,1.335737705,0.938688525,1.8,4.9,8.717948718,0.3,-0.043456352,9.911408518,1.89612466,18.1
1/1/2017,5.5,1.14792,14.59828245,4.519249837,4.787316725,4.7,4.85,0.6,0.4,2,2.5,1.7,1.9,3.23,0.74,1.01,1.27,2.01,2.446612903,1.495322581,1.176612903,1.2,4.9,-1.924619086,0.4,12.57208419,15.11763128,4.776696793,22.5
4/1/2017,4.8,0.60438,15.01751764,6.231181925,9.052722801,4.3,4.8,0.9,0.6,1.8,2.3,1.666666667,1.4,2.333333333,0.98,1.2,1.38,1.77,2.260952381,1.518190476,0.880952381,3.1,4.7,-1.076555024,0.6,10.31140852,15.30377865,9.23941691,13.1
7/1/2017,4.1,0.81657,15.16730485,6.124324613,12.81796866,4.3,4.65,1,0.9,1.8,2.3,1.7,1.3,2.21,1.03,1.28,1.47,1.8,2.241428571,1.564285714,0.771428571,3.2,4.7,3.3437014,0.9,15.71763128,15.37796747,13.15122566,16
10/1/2017,3.3,0.7592,17.30115756,6.392336543,13.6492054,4.1,4.5,1.2,1,2.1,2.4,1.9,1.2,2.28,1.32,1.7,1.89,2.18,2.371451613,1.892290323,0.481451613,2.7,4.3,5.54245283,1,16.20377865,17.6879867,13.92769648,16
1/1/2018,1.5,0.2486,13.38781538,5.530575356,15.52106563,4,4.35,1.4,1.2,2.2,2.6,2.066666667,1.2,2.48,1.7,2.06,2.27,2.63,2.75852459,2.283704918,0.48852459,2.5,4.3,7.23630417,1.2,16.37796747,-0.270723796,15.87184103,13.1
4/1/2018,2.7,1.29237,12.1891775,6.433731343,15.21844886,4,4.175,1.7,1.4,2.4,2.7,2.266666667,1,2.266666667,1.9,2.33,2.52,2.78,2.920625,2.490125,0.400625,2.8,4.3,9.673518742,1.32,18.8879867,-9.018208955,12.02475226,15.3
